Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_COUNTY,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T044_001,SE_T044_002,SE_T044_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T063_001,SE_T063_002,SE_T063_003,SE_T063_004,SE_T063_005,SE_T063_006,SE_T063_007,SE_T063_008,SE_T063_009,SE_T063_010,SE_T063_011,SE_T063_012,SE_T063_013,SE_T063_014,SE_T063_015,SE_T063_016,SE_T063_017,SE_T063_018,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T071_001,SE_T071_002,SE_T071_003,SE_T071_004
"Knox County","Knox County, Missouri","1305381639","7301639","050","00","2","4","29103","29","103",4131,4131,8.196255,504.010687308204,506.8299,504.0107,2.819179,4131,2032,2099,4131,264,279,310,179,266,386,441,654,524,452,268,108,43.6,42,45.1,4131,4047,14,7,8,0,13,42,4131,4097,4027,14,7,8,0,0,41,34,20,0,0,0,0,13,1,1708,1104,904,200,72,128,604,547,57,4131,4044,3377,1104,904,1174,49,26,16,34,70,667,547,57,63,87,71,16,2289,1708,1356,352,2289,1708,581,581,29,312,240
"Laclede County","Laclede County, Missouri","1980608825","8534395","050","00","2","4","29105","29","105",35571,35571,46.51522,764.717353130594,768.0125,764.7173,3.295148,35571,17527,18044,35571,2525,2465,2426,1491,2857,4239,4359,5302,4351,3188,1700,668,39.3,38.4,40.2,35571,34051,241,240,156,18,179,686,35571,34852,33596,237,229,148,16,17,609,719,455,4,11,8,2,162,77,14081,9903,7776,2127,663,1464,4178,3490,688,35571,35226,30159,9903,7776,9901,789,173,193,460,964,5067,3490,688,889,345,326,19,15778,14081,9790,4291,15778,14081,1697,1697,516,547,634
"Lafayette County","Lafayette County, Missouri","1627634631","27220864","050","00","2","4","29107","29","107",33381,33381,53.11781,628.433293127227,638.9433,628.4333,10.51003,33381,16479,16902,33381,2088,2180,2381,1538,2640,3659,4108,5183,4109,2887,1809,799,40.6,39.3,41.8,33381,31422,742,140,133,48,246,650,33381,32641,31002,726,131,125,45,20,592,740,420,16,9,8,3,226,58,13022,9154,7175,1979,628,1351,3868,3287,581,33381,32657,28059,9154,7175,9456,664,192,160,410,848,4598,3287,581,730,724,512,212,14718,13022,9458,3564,14718,13022,1696,1696,464,609,623
"Lawrence County","Lawrence County, Missouri","1584390538","4249575","050","00","2","4","29109","29","109",38634,38634,63.15463,611.736628895578,613.3774,611.7366,1.64077,38634,19032,19602,38634,2676,2797,2943,1759,2865,4347,4811,5506,4630,3344,2041,915,39.1,38.1,40.1,38634,36179,102,329,136,25,1210,653,38634,36190,35140,83,301,124,10,11,521,2444,1039,19,28,12,15,1199,132,14869,10405,8223,2182,681,1501,4464,3775,689,38634,38075,32710,10405,8223,11272,891,237,230,557,895,5365,3775,689,901,559,541,18,16649,14869,10804,4065,16649,14869,1780,1780,537,502,741
"Lewis County","Lewis County, Missouri","1308052730","14901513","050","00","2","4","29111","29","111",10211,10211,20.21812,505.04200637223,510.7955,505.042,5.753507,10211,5118,5093,10211,651,618,717,409,1223,1084,1142,1499,1204,879,557,228,38.7,37.6,39.8,10211,9635,323,30,25,7,49,142,10211,10052,9546,321,25,22,7,3,128,159,89,2,5,3,0,46,14,3874,2593,2092,501,162,339,1281,1098,183,10211,9429,7913,2593,2092,2747,141,38,47,58,197,1516,1098,183,235,782,181,601,4535,3874,2889,985,4535,3874,661,661,153,207,301
"Lincoln County","Lincoln County, Missouri","1622772175","36019423","050","00","2","4","29113","29","113",52566,52566,83.89674,626.555885201013,640.4631,626.5559,13.90718,52566,26208,26358,52566,4054,4021,4153,2498,4281,6920,6970,8305,5649,3353,1754,608,35.6,35.1,36.1,52566,49938,984,173,193,13,328,937,52566,51534,49364,963,154,191,11,28,823,1032,574,21,19,2,2,300,114,18906,14231,11047,3184,1065,2119,4675,3746,929,52566,51934,46096,14231,11047,16820,1125,306,365,775,1427,5838,3746,929,1163,632,453,179,21011,18906,14934,3972,21011,18906,2105,2105,528,805,772
"Linn County","Linn County, Missouri","1594303225","15054103","050","00","2","4","29115","29","115",12761,12761,20.73058,615.563945470018,621.3763,615.564,5.812422,12761,6137,6624,12761,857,852,864,583,849,1331,1412,1917,1666,1226,787,417,42.2,40.7,44.1,12761,12401,86,31,27,1,56,159,12761,12568,12297,85,26,26,1,3,130,193,104,1,5,1,0,53,29,5299,3484,2773,711,224,487,1815,1604,211,12761,12609,10544,3484,2773,3539,226,43,50,123,306,2065,1604,211,250,152,144,8,6429,5299,3918,1381,6429,5299,1130,1130,124,305,701
"Livingston County","Livingston County, Missouri","1378726390","16155419","050","00","2","4","29117","29","117",15195,15195,28.54436,532.329261757197,538.5669,532.3293,6.237642,15195,6801,8394,15195,918,928,907,576,1175,1921,1930,2141,1933,1293,947,526,41.1,40.2,41.8,15195,14494,367,49,42,3,58,182,15195,15014,14386,365,45,40,3,4,171,181,108,2,4,2,0,54,11,5871,3834,3011,823,236,587,2037,1758,279,15195,13855,11474,3834,3011,3814,244,59,48,112,352,2381,1758,279,344,1340,1278,62,6730,5871,4028,1843,6730,5871,859,859,244,285,330
"McDonald County","McDonald County, Missouri","1397247203","520250","050","00","2","4","29119","29","119",23083,23083,42.78748,539.480195275036,539.6811,539.4802,0.2008696,23083,11661,11422,23083,1692,1768,1880,1135,1942,2743,3020,3392,2624,1801,827,259,36.5,35.6,37.3,23083,19619,133,663,192,258,1468,750,23083,20496,18700,127,599,186,255,3,626,2587,919,6,64,6,3,1465,124,8404,6074,4632,1442,498,944,2330,1892,438,23083,22926,20017,6074,4632,7042,662,166,165,535,741,2909,1892,438,579,157,133,24,9925,8404,6019,2385,9925,8404,1521,1521,291,490,740
"Macon County","Macon County, Missouri","2075167141","28864245","050","00","2","4","29121","29","121",15566,15566,19.42771,801.226532323702,812.3711,801.2266,11.14455,15566,7615,7951,15566,1053,1030,1059,637,1092,1630,1769,2167,2103,1551,984,491,42.3,40.9,43.7,15566,14816,353,33,64,9,49,242,15566,15416,14735,349,30,63,9,8,222,150,81,4,3,1,0,41,20,6412,4221,3345,876,265,611,2191,1885,306,15566,15280,12718,4221,3345,4223,322,71,64,132,340,2562,1885,306,371,286,266,20,7665,6412,4733,1679,7665,6412,1253,1253,172,478,603
"Madison County","Madison County, Missouri","1280463424","8313020","050","00","2","4","29123","29","123",12226,12226,24.72948,494.389688291992,497.5994,494.3897,3.209675,12226,6009,6217,12226,792,771,834,534,1035,1349,1396,1835,1513,1183,695,289,41,39.7,42.2,12226,11873,34,44,42,3,128,102,12226,11982,11781,32,34,41,1,3,90,244,92,2,10,1,2,125,12,4898,3351,2618,733,220,513,1547,1328,219,12226,12058,10220,3351,2618,3337,302,47,73,156,336,1838,1328,219,291,168,168,0,5970,4898,3625,1273,5970,4898,1072,1072,211,629,232
"Maries County","Maries County, Missouri","1364869338","7636526","050","00","2","4","29125","29","125",9176,9176,17.41246,526.979034651898,529.9275,526.9791,2.948479,9176,4638,4538,9176,562,586,627,379,690,933,1068,1464,1221,951,545,150,42.8,41.7,43.5,9176,8964,24,54,5,1,24,104,9176,9101,8912,24,52,5,1,6,101,75,52,0,2,0,0,18,3,3705,2601,2097,504,206,298,1104,970,134,9176,9109,7815,2601,2097,2545,192,43,30,80,227,1294,970,134,190,67,67,0,4611,3705,2951,754,4611,3705,906,906,113,372,421
"Marion County","Marion County, Missouri","1131627516","19114256","050","00","2","4","29127","29","127",28781,28781,65.87189,436.923846751414,444.3039,436.9239,7.380056,28781,13854,14927,28781,1977,1942,1916,1053,2672,3516,3408,4169,3621,2170,1561,776,39,37.9,40.2,28781,26421,1417,51,153,21,107,611,28781,28390,26202,1400,46,153,20,24,545,391,219,17,5,0,1,83,66,11377,7483,5633,1850,456,1394,3894,3279,615,28781,27413,22761,7483,5633,7831,561,154,130,298,671,4652,3279,615,758,1368,667,701,12826,11377,7551,3826,12826,11377,1449,1449,400,478,571
"Mercer County","Mercer County, Missouri","1175427598","3302258","050","00","2","4","29129","29","129",3785,3785,8.340033,453.835146726549,455.1102,453.8351,1.275009,3785,1903,1882,3785,262,243,296,162,233,347,405,585,489,388,247,128,43.5,42.7,44.2,3785,3700,6,17,19,1,6,36,3785,3757,3683,6,17,19,0,0,32,28,17,0,0,0,1,6,4,1560,1013,848,165,58,107,547,478,69,3785,3734,3105,1013,848,1093,44,9,18,31,49,629,478,69,82,51,40,11,2135,1560,1191,369,2135,1560,575,575,53,321,201
"Miller County","Miller County, Missouri","1534813196","19159067","050","00","2","4","29131","29","131",24748,24748,41.7621,592.594708546912,599.9921,592.5947,7.397358,24748,12314,12434,24748,1611,1695,1774,1064,1905,2792,3060,3745,3205,2108,1255,534,40.2,39.3,41.3,24748,23941,99,136,70,36,96,370,24748,24405,23762,95,123,69,36,4,316,343,179,4,13,1,0,92,54,9917,6723,5181,1542,509,1033,3194,2669,525,24748,24477,20643,6723,5181,6902,554,130,146,299,708,3834,2669,525,640,271,261,10,12758,9917,7341,2576,12758,9917,2841,2841,426,1537,878
"Mississippi County","Mississippi County, Missouri","1065995440","44494570","050","00","2","4","29133","29","133",14358,14358,34.88481,411.58316409188,428.7626,411.5832,17.17945,14358,7692,6666,14358,892,923,836,537,1194,1981,1937,2118,1752,1263,651,274,39.4,37.8,41.8,14358,10633,3440,30,24,1,79,151,14358,14127,10521,3423,29,19,1,8,126,231,112,17,1,5,0,71,25,5180,3442,2238,1204,257,947,1738,1529,209,14358,12484,10492,3442,2238,3515,501,128,77,229,362,1992,1529,209,254,1874,1848,26,5711,5180,3232,1948,5711,5180,531,531,147,150,234
"Moniteau County","Moniteau County, Missouri","1074910753","9960727","050","00","2","4","29135","29","135",15607,15607,37.60493,415.025366912897,418.8712,415.0254,3.845858,15607,8229,7378,15607,1082,1096,1075,673,1245,2034,2118,2324,1807,1112,691,350,37.8,37,38.9,15607,14426,581,54,56,10,294,186,15607,15021,14160,580,54,48,9,10,160,586,266,1,0,8,1,284,26,5532,3901,3163,738,231,507,1631,1412,219,15607,14291,12394,3901,3163,4482,274,67,48,144,315,1897,1412,219,266,1316,1307,9,6176,5532,4226,1306,6176,5532,644,644,178,173,293
"Monroe County","Monroe County, Missouri","1677414025","58301278","050","00","2","4","29137","29","137",8840,8840,13.64928,647.653199937606,670.1635,647.6532,22.51025,8840,4416,4424,8840,539,584,570,368,633,881,974,1372,1271,919,493,236,43.8,42.7,44.9,8840,8403,264,26,28,1,9,109,8840,8755,8340,263,22,27,1,0,102,85,63,1,4,1,0,9,7,3638,2447,1979,468,175,293,1191,1034,157,8840,8712,7336,2447,1979,2396,197,37,34,68,178,1376,1034,157,185,128,89,39,4798,3638,2806,832,4798,3638,1160,1160,133,714,313
"Montgomery County","Montgomery County, Missouri","1388874432","14919654","050","00","2","4","29139","29","139",12236,12236,22.81782,536.247463694813,542.008,536.2474,5.760511,12236,6118,6118,12236,769,810,768,506,852,1295,1376,1951,1623,1200,719,367,43.2,41.4,45,12236,11713,201,23,31,2,84,182,12236,12064,11642,199,22,31,2,3,165,172,71,2,1,0,0,81,17,4868,3301,2593,708,255,453,1567,1339,228,12236,11842,9996,3301,2593,3276,247,72,75,117,315,1846,1339,228,279,394,381,13,6130,4868,3675,1193,6130,4868,1262,1262,117,595,550
"Morgan County","Morgan County, Missouri","1547855851","42450326","050","00","2","4","29141","29","141",20565,20565,34.41089,597.630518751438,614.0207,597.6305,16.39016,20565,10246,10319,20565,1261,1201,1278,794,1443,1814,2181,2950,3108,2652,1391,492,46.1,45.7,46.6,20565,19770,131,135,76,2,87,364,20565,20200,19573,123,113,75,2,4,310,365,197,8,22,1,0,83,54,8450,5651,4585,1066,368,698,2799,2361,438,20565,20263,16952,5651,4585,5270,458,117,122,253,496,3311,2361,438,512,302,295,7,15517,8450,6702,1748,15517,8450,7067,7067,304,5775,988
"New Madrid County","New Madrid County, Missouri","1747828331","56291671","050","00","2","4","29143","29","143",18956,18956,28.08961,674.840328217737,696.5746,674.8403,21.73434,18956,9108,9848,18956,1255,1203,1287,769,1523,2168,2347,2841,2518,1686,959,400,40.4,38.8,42.2,18956,15491,2999,45,80,7,58,276,18956,18742,15380,2983,40,75,7,8,249,214,111,16,5,5,0,50,27,7742,5180,3600,1580,394,1186,2562,2221,341,18956,18624,15660,5180,3600,5255,618,139,110,276,482,2964,2221,341,402,332,324,8,8531,7742,4982,2760,8531,7742,789,789,215,157,417
"Newton County","Newton County, Missouri","1618133227","4717540","050","00","2","4","29145","29","145",58114,58114,93.01741,624.764766477683,626.5862,624.7648,1.821452,58114,28833,29281,58114,3874,3957,4286,2645,5123,6461,7192,8481,7238,5002,2849,1006,39,37.5,40.3,58114,51914,438,1339,770,507,1359,1787,58114,55577,50967,429,1286,758,488,40,1609,2537,947,9,53,12,19,1319,178,22021,15945,12596,3349,1050,2299,6076,5068,1008,58114,57234,49927,15945,12596,16887,1411,375,352,887,1474,7307,5068,1008,1231,880,571,309,24313,22021,16328,5693,24313,22021,2292,2292,628,655,1009
"Nodaway County","Nodaway County, Missouri","2271326393","2361606","050","00","2","4","29147","29","147",23370,23370,26.64875,876.9640878645,877.8759,876.9641,0.9118212,23370,11848,11522,23370,1216,1149,1099,799,6408,2580,2148,2661,2233,1525,1032,520,28.5,28,29.2,23370,22083,566,45,378,3,78,217,23370,23068,21881,563,41,377,3,11,192,302,202,3,4,1,0,67,25,8545,4847,3954,893,304,589,3698,2582,1116,23370,19759,14372,4847,3954,4804,192,98,41,120,316,5387,2582,1116,1689,3611,772,2839,9524,8545,5232,3313,9524,8545,979,979,257,183,539
"Oregon County","Oregon County, Missouri","2045561195","4528601","050","00","2","4","29149","29","149",10881,10881,13.77698,789.795634574369,791.5441,789.7957,1.748503,10881,5395,5486,10881,621,653,659,493,832,920,1204,1699,1647,1269,625,259,45.4,44.6,46.1,10881,10511,15,126,32,4,10,183,10881,10750,10407,15,115,32,4,5,172,131,104,0,11,0,0,5,11,4527,3089,2456,633,221,412,1438,1253,185,10881,10760,9092,3089,2456,2801,227,75,60,136,248,1668,1253,185,230,121,118,3,5486,4527,3448,1079,5486,4527,959,959,90,306,563
"Osage County","Osage County, Missouri","1565248144","15812863","050","00","2","4","29151","29","151",13878,13878,22.96368,604.345706621035,610.4511,604.3457,6.105381,13878,7219,6659,13878,893,988,966,586,1295,1510,1804,2116,1643,1073,712,292,39.3,37.8,40.6,13878,13718,28,32,14,7,13,66,13878,13794,13654,28,29,14,4,1,64,84,64,0,3,0,3,12,2,5328,3705,3117,588,216,372,1623,1386,237,13878,13473,11546,3705,3117,4176,136,64,54,80,214,1927,1386,237,304,405,252,153,6533,5328,4329,999,6533,5328,1205,1205,190,605,410
"Ozark County","Ozark County, Missouri","1929467474","26574823","050","00","2","4","29153","29","153",9723,9723,13.0515,744.971606046051,755.2322,744.9716,10.2606,9723,4909,4814,9723,495,540,566,348,601,840,975,1484,1595,1373,682,224,48.9,48.5,49.4,9723,9468,11,70,13,0,26,135,9723,9595,9387,11,58,13,0,2,124,128,81,0,12,0,0,24,11,4194,2834,2353,481,171,310,1360,1165,195,9723,9600,8005,2834,2353,2223,226,33,56,89,191,1595,1165,195,235,123,57,66,5652,4194,3366,828,5652,4194,1458,1458,97,919,442
"Pemiscot County","Pemiscot County, Missouri","1275682068","54104401","050","00","2","4","29155","29","155",18296,18296,37.14595,492.543613329483,513.4334,492.5436,20.88983,18296,8696,9600,18296,1407,1342,1416,869,1610,2088,2144,2551,2176,1430,932,331,37,35.6,38.4,18296,12882,4899,50,41,7,146,271,18296,17955,12741,4879,37,41,0,8,249,341,141,20,13,0,7,138,22,7350,4812,2897,1915,440,1475,2538,2216,322,18296,18094,15162,4812,2897,5511,761,175,139,339,528,2932,2216,322,394,202,178,24,8161,7350,4129,3221,8161,7350,811,811,213,130,468
"Perry County","Perry County, Missouri","1228570257","25398710","050","00","2","4","29157","29","157",18971,18971,39.99337,474.353641792935,484.1601,474.3536,9.806498,18971,9462,9509,18971,1260,1366,1338,798,1476,2274,2376,2775,2348,1483,981,496,39.2,38.1,40.5,18971,18442,75,61,85,6,132,170,18971,18653,18299,70,45,85,1,1,152,318,143,5,16,0,5,131,18,7357,5162,4130,1032,397,635,2195,1843,352,18971,18685,16049,5162,4130,5541,357,91,77,181,510,2636,1843,352,441,286,226,60,8568,7357,5671,1686,8568,7357,1211,1211,165,686,360
"Pettis County","Pettis County, Missouri","1766947035","10482137","050","00","2","4","29159","29","159",42201,42201,61.85815,682.222107592777,686.2693,682.2221,4.047176,42201,20747,21454,42201,3146,2949,2965,1724,3977,5339,4950,6128,4820,3117,2188,898,37.1,35.9,38.2,42201,37839,1264,177,253,31,1686,951,42201,39155,36701,1244,137,247,30,41,755,3046,1138,20,40,6,1,1645,196,16428,10958,8296,2662,803,1859,5470,4509,961,42201,41350,34606,10958,8296,12020,910,307,239,632,1244,6744,4509,961,1274,851,607,244,18249,16428,11339,5089,18249,16428,1821,1821,552,527,742
"Phelps County","Phelps County, Missouri","1739911952","6574662","050","00","2","4","29161","29","161",45156,45156,67.21806,671.783782782005,674.3223,671.7838,2.538491,45156,23618,21538,45156,2812,2555,2679,1746,7781,5533,4802,6120,4971,3298,2000,859,33.8,30,38.5,45156,41409,1008,251,1316,33,168,971,45156,44233,40792,977,221,1313,29,27,874,923,617,31,30,3,4,141,97,17564,10953,8382,2571,754,1817,6611,5072,1539,45156,42155,33123,10953,8382,10898,842,256,252,458,1082,9032,5072,1539,2421,3001,749,2252,19533,17564,10849,6715,19533,17564,1969,1969,632,581,756
"Pike County","Pike County, Missouri","1736425445","36979764","050","00","2","4","29163","29","163",18516,18516,27.61778,670.437651448578,684.7156,670.4376,14.27797,18516,10150,8366,18516,1131,1131,1084,761,1583,2445,2326,2898,2274,1602,916,365,39.9,38.6,41.8,18516,16698,1333,39,43,3,139,261,18516,18185,16519,1327,38,43,3,30,225,331,179,6,1,0,0,109,36,6560,4456,3404,1052,348,704,2104,1777,327,18516,16354,13820,4456,3404,4759,352,100,98,197,454,2534,1777,327,430,2162,2103,59,7875,6560,4768,1792,7875,6560,1315,1315,227,628,460
"Platte County","Platte County, Missouri","1088286859","17131989","050","00","2","4","29165","29","165",89322,89322,212.5753,420.189919026652,426.8046,420.1899,6.614698,89322,43960,45362,89322,5692,6071,6363,3870,6998,11608,12815,14630,11308,5814,2787,1366,38.4,37.5,39.2,89322,77914,5270,449,2051,292,1152,2194,89322,84898,75135,5147,370,2031,287,123,1805,4424,2779,123,79,20,5,1029,389,36103,24126,19118,5008,1492,3516,11977,9741,2236,89322,88453,73818,24126,19118,25696,1231,505,565,1000,1577,14635,9741,2236,2658,869,391,478,39223,36103,24074,12029,39223,36103,3120,3120,1711,916,493
"Polk County","Polk County, Missouri","1645996569","17839794","050","00","2","4","29167","29","167",31137,31137,48.9943,635.522845665694,642.4108,635.5228,6.887983,31137,15361,15776,31137,1995,2059,2185,1427,3611,3334,3569,4386,3546,2655,1697,673,37.8,36.1,39.3,31137,29946,235,197,105,9,169,476,31137,30522,29565,226,190,104,9,9,419,615,381,9,7,1,0,160,57,11677,8133,6521,1612,529,1083,3544,2887,657,31137,29626,25232,8133,6521,8489,644,178,202,332,733,4394,2887,657,850,1511,459,1052,13304,11677,8275,3402,13304,11677,1627,1627,365,612,650
"Pulaski County","Pulaski County, Missouri","1416979227","11347396","050","00","2","4","29169","29","169",52274,52274,95.54765,547.098751036684,551.48,547.0988,4.381254,52274,29212,23062,52274,3944,3346,3244,2003,11853,8934,6092,5411,3679,2180,1232,356,26.6,24.7,29.7,52274,40506,5984,410,1346,298,1198,2532,52274,47569,37863,5680,352,1295,292,75,2012,4705,2643,304,58,51,6,1123,520,16004,11308,8855,2453,711,1742,4696,3869,827,52274,42285,36547,11308,8855,13487,819,235,247,609,987,5738,3869,827,1042,9989,238,9751,17904,16004,9234,6770,17904,16004,1900,1900,704,467,729
"Putnam County","Putnam County, Missouri","1339845120","5942197","050","00","2","4","29171","29","171",4979,4979,9.624658,517.317114982772,519.6114,517.3171,2.294295,4979,2476,2503,4979,298,325,347,190,306,491,528,717,701,593,327,156,45.1,43.6,46.3,4979,4889,9,7,24,1,7,42,4979,4943,4865,9,7,22,1,0,39,36,24,0,0,2,0,7,3,2132,1425,1190,235,87,148,707,646,61,4979,4922,4137,1425,1190,1295,76,16,18,33,84,785,646,61,78,57,46,11,2982,2132,1656,476,2982,2132,850,850,69,495,286
"Ralls County","Ralls County, Missouri","1216726347","36397428","050","00","2","4","29173","29","173",10167,10167,21.64201,469.780709408692,483.8338,469.7807,14.05313,10167,5141,5026,10167,639,608,689,442,597,1088,1217,1678,1533,1071,439,166,43.4,42.9,44,10167,9892,108,14,20,12,22,99,10167,10069,9828,107,14,19,12,5,84,98,64,1,0,1,0,17,15,4091,2968,2519,449,168,281,1123,945,178,10167,10113,8776,2968,2519,2734,190,38,48,92,187,1337,945,178,214,54,31,23,5183,4091,3373,718,5183,4091,1092,1092,143,712,237
"Randolph County","Randolph County, Missouri","1250145642","13315608","050","00","2","4","29175","29","175",25414,25414,52.65143,482.683959925683,487.8251,482.684,5.141185,25414,13296,12118,25414,1596,1660,1667,956,2391,3473,3351,3730,2985,1885,1186,534,38,36.7,39.7,25414,23133,1490,74,106,3,73,535,25414,25001,22865,1477,66,105,3,10,475,413,268,13,8,1,0,63,60,9342,6259,4595,1664,465,1199,3083,2586,497,25414,22959,19268,6259,4595,6609,531,141,125,306,702,3691,2586,497,608,2455,2128,327,10714,9342,6601,2741,10714,9342,1372,1372,428,395,549
"Ray County","Ray County, Missouri","1473198814","13288734","050","00","2","4","29177","29","177",23494,23494,41.30412,568.8052794067,573.9361,568.8053,5.130809,23494,11707,11787,23494,1462,1572,1765,1068,1761,2498,3047,3849,2989,2055,1036,392,40.6,39.6,41.7,23494,22635,280,119,61,17,59,323,23494,23079,22338,265,114,60,15,3,284,415,297,15,5,1,2,56,39,8957,6564,5292,1272,429,843,2393,2038,355,23494,23183,20353,6564,5292,6818,599,116,126,312,526,2830,2038,355,437,311,289,22,9984,8957,6966,1991,9984,8957,1027,1027,213,323,491
"Reynolds County","Reynolds County, Missouri","2093947170","15372837","050","00","2","4","29179","29","179",6696,6696,8.282234,808.477543525298,814.413,808.4775,5.935486,6696,3414,3282,6696,394,396,433,309,431,606,811,1025,948,802,414,127,44.6,43.8,45.5,6696,6477,45,41,12,1,16,104,6696,6632,6433,45,37,12,1,1,103,64,44,0,4,0,0,15,1,2778,1871,1488,383,149,234,907,773,134,6696,6595,5516,1871,1488,1681,157,29,33,81,176,1079,773,134,172,101,88,13,4033,2778,2100,678,4033,2778,1255,1255,81,914,260
"Ripley County","Ripley County, Missouri","1630492528","5449067","050","00","2","4","29181","29","181",14100,14100,22.39742,629.536717544637,631.6406,629.5367,2.103897,14100,6984,7116,14100,830,902,976,599,1096,1498,1660,2057,1836,1529,887,230,42.1,40.8,43.3,14100,13649,49,124,47,1,31,199,14100,13958,13563,49,122,44,0,4,176,142,86,0,2,3,1,27,23,5637,3952,2983,969,331,638,1685,1453,232,14100,14037,12050,3952,2983,3711,468,119,118,275,424,1987,1453,232,302,63,60,3,6597,5637,4324,1313,6597,5637,960,960,105,430,425
"St. Charles County","St. Charles County, Missouri","1451520382","83325897","050","00","2","4","29183","29","183",360485,360485,643.2234,560.435177305841,592.6075,560.4352,32.17231,360485,176922,183563,360485,24297,26202,26625,15736,30983,47485,50643,57251,40885,22933,12799,4646,36.9,35.7,38,360485,327018,14960,851,7850,173,3323,6310,360485,350502,321078,14827,692,7789,153,427,5536,9983,5940,133,159,61,20,2896,774,134274,97621,78804,18817,5639,13178,36653,29568,7085,360485,355059,309768,97621,78804,113448,5496,1921,2177,3855,6446,45291,29568,7085,8638,5426,1621,3805,141016,134274,108219,26055,141016,134274,6742,6742,2225,3171,1346
"St. Clair County","St. Clair County, Missouri","1735247885","83056509","050","00","2","4","29185","29","185",9805,9805,14.6347,669.982977527309,702.0513,669.983,32.0683,9805,4947,4858,9805,488,518,590,364,641,819,1063,1525,1502,1310,677,308,48.1,47.3,49.1,9805,9464,53,68,12,1,31,176,9805,9635,9366,47,58,12,1,1,150,170,98,6,10,0,0,30,26,4161,2737,2217,520,175,345,1424,1234,190,9805,9598,7953,2737,2217,2267,257,60,69,132,214,1645,1234,190,221,207,207,0,5640,4161,3281,880,5640,4161,1479,1479,123,1086,270
"Ste. Genevieve County","Ste. Genevieve County, Missouri","1292799524","19740673","050","00","2","4","29186","29","186",18145,18145,36.3516,499.152694143757,506.7746,499.1527,7.621916,18145,9167,8978,18145,1024,1166,1250,781,1350,1906,2159,3092,2506,1564,995,352,42.6,41.7,43.5,18145,17715,118,53,49,2,29,179,18145,17996,17607,117,52,49,1,2,168,149,108,1,1,0,1,27,11,7040,5045,4157,888,318,570,1995,1648,347,18145,17868,15452,5045,4157,5162,347,85,90,165,401,2416,1648,347,421,277,234,43,8637,7040,5733,1307,8637,7040,1597,1597,161,1172,264
"St. Francois County","St. Francois County, Missouri","1170380864","7217225","050","00","2","4","29187","29","187",65359,65359,144.6358,451.88657244744,454.6732,451.8866,2.786586,65359,34794,30565,65359,4000,4051,3934,2423,6143,9353,8647,9966,7488,5131,3081,1142,38.2,36.8,39.9,65359,61180,2775,246,244,32,126,756,65359,64581,60631,2759,228,242,32,12,677,778,549,16,18,2,0,114,79,23981,15944,11692,4252,1278,2974,8037,6592,1445,65359,58707,48792,15944,11692,16520,1459,341,345,774,1717,9915,6592,1445,1878,6652,6389,263,28458,23981,16402,7579,28458,23981,4477,4477,784,2673,1020
"St. Louis County","St. Louis County, Missouri","1315195242","39414600","050","00","2","4","29189","29","189",998954,998954,1967.22,507.799751967963,523.0178,507.7997,15.21806,998954,472903,526051,998954,58606,62946,67920,44702,86472,121851,122763,155599,128602,74243,51654,23596,39.9,37.9,41.6,998954,701948,233029,1962,34597,307,8515,18596,998954,973930,687984,231801,1632,34466,273,1187,16587,25024,13964,1228,330,131,34,7328,2009,404765,263423,189432,73991,16338,57653,141342,119346,21996,998954,979500,811568,263423,189432,292989,20268,8591,7006,13065,16794,167932,119346,21996,26590,19454,12035,7419,438032,404765,291937,112828,438032,404765,33267,33267,13282,10284,9701
"Saline County","Saline County, Missouri","1956746210","29558146","050","00","2","4","29195","29","195",23370,23370,30.93299,755.503979169015,766.9164,755.504,11.41246,23370,11577,11793,23370,1507,1486,1438,965,2739,2740,2597,3288,2911,1850,1192,657,38.2,36.4,39.9,23370,20135,1235,75,124,158,1081,562,23370,21445,19441,1217,49,123,152,21,442,1925,694,18,26,1,6,1060,120,8883,5802,4303,1499,481,1018,3081,2481,600,23370,21886,17980,5802,4303,6028,468,167,144,371,697,3906,2481,600,825,1484,393,1091,10117,8883,6085,2798,10117,8883,1234,1234,383,316,535
